source,year,abstract,label
Jurnal Sisfokom ISB Atma Luhur,2016,"Universitas X merupakan institusi pendidikan yang menitik beratkan pada pendidikan keguguruan, tapi beberapa tahun ini sudah dibuka Jurusan Teknik Informatika yang menekankan pada penguasaan computer pada mahasiswanya. Penjadwalan menentukan pelaksanaan untuk setiap kegiatan perkuliahan baik matakuliah, ruang, kelas, dosen dan lain-lain. Dalam pelaksanaan pengajarannya teknik informatika membagi mahasiswanya ke dalam beberapa kelas, karena banyaknya mahasiswa. Begitu pula dengan pengajarnya yaitu dosen dibagi dalam beberapa kelompok yaitu dosen tetap satu, dan dosen tetap dua. Karena ruangan kelas sangat terbatas, maka penempatan ruangan pun diatur sedemikian rupa. Oleh karna itu, untuk meningkatkan kualitas pembelajaran supaya perkuliahan bisa berjalan dengan baik tentunya harus didukung oleh teknologi informasi yang mengatur penjadwalan perkuliahan. Tentunya sebelum membuat aplikasi penjadwalan perkuliahan diperlukan analisis manajemen proyek untuk membuat sistem informasi penjadwalan perkuliahan khususnya di Jurusan Teknik Informatika",human
Jurnal Sisfokom ISB Atma Luhur,2016,"Teknologi informasi (TI) dapat diadopsi sebagai kemampuan organisasi untuk meningkatkan kinerja organisasi dalam rangka memenuhi peraturan pemerintah, meningkatkan profitabilitas, dan meningkatkan posisi kompetitif di pasar. Tujuan dari penelitian ini untuk mengembangkan model kemampuan IT berdasarkan dari kualitas infrastruktur TI, yang digunakan organisasi untuk mendukung proses bisnis. Model ini dikembangkan berdasarkan pandangan berbasis infrastruktur TI sebagai landasan teoritis dan literatur yang berhubungan dengan kinerja organisasi. Validitas model ini akan diuji menggunakan model persamaan struktural berdasarkan data yang dikumpulkan dari organisasi di kota Palembang. Data yang dikumpulkan akan di analisis dengan menggunakan perangkat lunak SPSS dan AMOS. Hasil penelitian ini diharapkan dapat mengembangkan kemampuan infrastruktur TI untuk meningkatkan kemampuan dari suatu organisasi yang digunakan untuk mengembangkan proses bisnis digitalisasi untuk berkompetisi di pasar global. Hasil penelitian diharapkan juga menghasilkan sebuah model baru mengenai infrastruktur IT yang merupakan kontribusi asli untuk literatur sistem informasi khususnya hubungan antara infrastruktur TI yang dihubungkan dengan kinerja organisasi",human
Jurnal Sisfokom ISB Atma Luhur,2016,"Kerusakan pada komputer memiliki berbagai macam kerusakan dari kerusakan ringan maupun berat yang menyebabkan banyak service center yang banyak dibuka. Akan tetapi seiring banyaknya service center yang dibuka, banyak pula service center yang melakukan penipuan pada pelanggan. Untuk mengatasi hal tersebut dibangunlah aplikasi yang digunakan dalam pencarian diagnosa kerusakan komputer yang menggunakan metode breadth first search dan vikor. Pengujian yang dilakukan adalah dengan melakukan uji coba aplikasi dengan menggunakan metode black box. Dari hasil pengujian yang dilakukan dapat diambil kesimpulan bahwa algoritma Breadth First Search dapat melakukan proses pencarian solusi melalui pemilihan gejala-gejala yang ada, kemudian metode Vikor dapat melakukan proses rating untuk merekomendasi solusi yang akan dilakukan oleh user dengan tingkat keberhasilan 99% sesuai dengan rekomendasi ahli",human
Jurnal Sisfokom ISB Atma Luhur,2016,"Dinas kependudukan Dan Pencatatan Sipil Kota Tangerang Selatan adalah suatu instansi pemerintah yang menangani masalah kependudukan dan catatan sipil warga daerah Tangerang data-data pencatatan sipil meliputi data akte pernikahan, data akte kelahiran dan akte kematian. Data – data tersebut merupakan data yang bersifat rahasia jika data tersebut diketahui oleh orang yang tidak bertanggung jawab dapat disalah gunakan seperti data kartu tanda penduduk, jika jatuh ke tangan orang yang salah dan digunakan untuk melakukan tindakan kriminal seperti peminjaman uang dan lain sebagainya. Untuk mengatasi data tersebut diperlukan aplikasi yang dapat menyandikan atau mengenkripsi data tersebut, Dimana mekanismenya nanti data-data tersebut discan terlebih dahulu kemudian file image hasil scan akan di enkripsi menggunakan algoritma Blowfish terlebih dahulu baru kemudian di enkripsi lagi dengan algoritma Base64 , aplikasi menggunakan bahasa pemprograman PHP. Data dapat diamankan dengan kriptografi algortima Blowfish dan Base64. Data tidak dapat dibuka oleh pihak yang tidak berhak yang tidak memiliki kunci untuk enkripsi dan dekripsi file",human
Jurnal Sisfokom ISB Atma Luhur,2016,"Dampak positif kemajuan teknologi informasi dapat membantu menyelesaikan pekerjan dan pertukaran data dan informasi dengan cepat, akurat, dan efisien. Namun disisi lain, terdapat dampak negative berupa penyadapan yang memngakibatkan suatu data dan informasi diambil atau dimiliki oleh pihak yang tidak memiliki otoritas atau hak akses untuk merubahnya. Agar data tersebut aman dari pihak-pihak yang tidak diotorisasi maka dibuatlah Aplikasi Pengamanan Data dengan teknik kriptografi. Teknik yang digunakan dalam tulisan ini menggunakan Algoritma kriptografi AES (Advanced Encryption Standard) serta fungsi Hash SHA-1. Aplikasi pengamanan data berbasis desktop ini dibuat menggunakan bahasa pemrograman Visual Basic.NET. Aplikasi ini mempunyai 2 (dua) fasilitas antara lain: enkrip berkas dan dekrip berkas",human
Jurnal Sisfokom ISB Atma Luhur,2017,"Perkembangan dunia internet sekarang ini sangat pesat, karena semakin banyak perusahaan swasta, instansi pemerintahan dan istitusi pendidikan membutuhkan layanan informasi yang sangat cepat.. Sistem penjualan banyak dilakukan secara online, sehingga mempermudah pelanggan. Dalam penelitian ini akan membuat Sistem Informasi Penjualan Barang Furniture berbasis Web pada PT. Vinotindo Graha Sarana. Saat ini masih menggunakan sistem penjualan secara manual, sehingga pelanggan kurang mendapatkan informasi yang akurat dan cepat. Karena pelanggan harus datang ke PT. Vinotindo Graha Sarana untuk mendapat informasi dan melakukan pemesana, selaim itu membutuhkan waktu yang lama dalam transaksi penjualan. Diharapkan dengan sistem penjualan berbasis web akan meningkatkan penjualan dan mempermudah transaksi penjualan dengan pelanggan",human
Jurnal Sisfokom ISB Atma Luhur,2017,"Penggunaan aplikasi mobile sangat meningkat dalam pada saat ini, terutama untuk pemakai sistem operasi android pada mobile phone. Hal ini menyebabkan para penjual e-commerce mengembangkan aplikasi yang dapat diakses melalui mobile phone agar dapat lebih mudah memasarkan dan kemudahan dalam pemesanan produknya. Selain itu aplikasi android digunakan untuk lebih menarik minat pelanggan dalam berbelanja. Dalam penelitian ini menguji pengaruh penjualan online melalui aplikasi android terhadap minat beli pelanggan dan manganalisis aplikasi android yang digunakan.. Hasil penelitian menunjukkan bahwa secara empiris terdapat pengaruh negatif terhadap minat beli pelanggan. Hal ini dikarenakan toko ABC kekurangan tenaga kerja untuk menginput data ke aplikasi dan melakukan otorisasi registrasi bagi pelanggan baru yang menginstal aplikasi",human
Jurnal Sisfokom ISB Atma Luhur,2017,"Dalam paper ini, penulis membahas beberapa isu metodologi terkait dengan pembangunan sistem informasi olahraga, dan menggambarkan mafaat yang diberikan kedapa organisasi olahraga terhadap penerapan sistem informasi dalam operasional organisasi. Dalam paper ini PBTI dipilih sebagai study kasus. Penulis membahas dalam paper ini manfaat menggunakan penelitian sebagai mekanisme untuk menjelajahi masalah terkait guna membentuk sebuah sistem informasi olahraga yang ideal",human
Jurnal Sisfokom ISB Atma Luhur,2017,"Anak-anak merupakan masa fase yang paling rentan dan sangat perlu diperhatikan tahapan perkembangannya, oleh sebab itu sangat diperlukan perhatian orang tua untuk memperhatikan perkembangan mereka. Untuk membantu orang tua dalam memperhatikan anaknya maka diperlukan suatu metode yang dapat diterapkan pada aplikasi kecerdasan buatan. Aplikasi ini dibuat dengan menggunakan metode Certainty Factor, dimana nilai kemungkinan gangguan yang dialami anak didapatkan dari gejala-gejala yang dialami anak. Hasil penelitian dari aplikasi ini menunjukkan bahwa aplikasi ini efektif dalam menentukan gangguan perkembangan anak serta memberikan saran yang dianjurkan terhadap gangguan tersebut berdasarkan gejala-gejala yang sebelumnya dipilih oleh user dengan tingkat akurasi persentase hasil kebenaran sebesar 71,43% yang didapat dari hasil pengujian aplikasi oleh pakar psikolog anak",human
Jurnal Sisfokom ISB Atma Luhur,2017,"-- Keberhasilan alumni di dunia kerja atau industri menjadi salah satu tolak ukur keberhasilan perguruan tinggi dalam mendidik dan menghasilkan lulusannya. Untuk mengetahui keberhasilan para alumni maka dibutuhkan suatu sistem yang dapat menarik data dari perusahaan tempat alumni bekerja dan dari alumni itu sendiri. Cara konvensional dengan membagikan kuisioner berbasis kertas dan/ atau mengunjungi perusahaan dirasa kurang efektif karena membutuhkan waktu dan biaya yang banyak. Kemajuan teknologi memberikan suatu jalan atau cara yang lebih mudah dan murah namun membutuhkan pengetahuan di bidang teknologi informasi dan komunikasi terutama di bidang keterampilan komputer. Pada penelitian ini, peneliti mencoba meng-alih mediakan kuisioner konvensional menjadi suatu sistem yang disebut sistem aplikasi tracer study berbasis web. Dengan menggunakan aplikasi yang berbasis web dan internet diharapkan penyampaian dan pengumpulan kuisioner menjadi lebih mudah, cepat, dan murah. Dengan terkumpulnya data yang sebanyak-banyaknya memungkinkan perhitungan dan perkiraan keberhasilan alumni semakin akurat. Dengan data keberhasilan alumni yang akurat maka universitas dapat menggunakan data tersebut sebagai acuan dalam menentukan perbaikan atau peningkatan dalam berbagai sektor di dalam tubuh universitas itu sendiri. Dengan peningkatan yang berlandaskan pada data tracerstudy diharapkan pengembangan universitas akan lebih diterima oleh seluruh stakeholder",human
Jurnal Sisfokom ISB Atma Luhur,2017,"Saat ini tiap operator telekomunikasi sudah menggunakan teknologi 3G/UMTS setelah sebelumnya GSM lalu disusul CDMA. Namun biasanya harga murah yang ditawarkan operator 3G tidak menjamin kualitas suatu pelayanan misalnya akses data yang susah sekali tersambung atau bahkan tiba-tiba putus saat kita melakukan koneksi. Untuk mengetahui penyebab kegagalan koneksi tersebut, dengan mengambil study kasus apakah cuaca merupakan penyebab dari gagal koneksi pada jaringan 3G. Untuk mensimulasikannya dalam penelitian ini menggunakan simulato OPNET. Untuk cuaca baik transmission power nya 1.0 DB sedangkan untuk transmission power nya 0.1 DB",human
Jurnal Sisfokom ISB Atma Luhur,2017,"Futsal merupakan salah satu olahraga yang populer di Indonesia. Selain lapangan yang bagus, sistem penyewaan lapangan yang baik juga menjadi faktor pertimbangan bagi penyewa memilih tempat penyewaan lapangan futsal. Sistem penyewaan dan pendataan pada DoR Futsal Baturaja yang masih manual akan membuat lamanya proses pencatatan dan pencarian informasi yang diminta guna mengambil suatu keputusan, serta sistem pemesanan yang harus tatap muka dan datang langsung ke tempat tertentu akan memakan banyak waktu untuk melakukanya. Saat ini ponsel telah menjadi bagian penting dalam kehidupan sehari-hari. Android merupakan sistem operasi yang paling banyak digunakan oleh pecinta smartphone saat ini. Oleh sebab itu dibutuhkan suatu sistem penyewaan lapangan futsal berbasis mobile. Dengan begitu calon penyewa dapat mengecek jadwal melalui android, serta dapat langsung melakukan pemesanan lapangan melalui aplikasi mobile android sehingga proses penyewaan lapangan futsal dapat dilakukan lebih efektif dan efisien",human
Jurnal Sisfokom ISB Atma Luhur,2017,"Pembuatan sistem informasi untuk meramalkan biaya pengolahan peternakan ayam pada PT Musi Raya Prabumulih sehingga dapat memenuhi kebutuhan akan informasi yang diinginkan, sehingga pekerjaan menjadi lebih efektif dan efisien.Manfaat utama dari penelitian ini adalah memberikan hasil peramalan biaya pakan ternak ayam potong sehingga dapat membantu dalam mengambil keputusan untuk memudahkan melihat informasi mengenai biaya pengolahan pakan ternak pada PT Musi Raya Prabumulih. Sistem informasi peramalan kebutuhan bahan pakan ternak ayam potong menggunakan metode exponential smoothing diharapkan dapat membantu untuk membangun sistem informasi berbasis Web yang dituangkan dalam bentuk website ini dapat mempermudah pengusaha ternak ayam dalam membutuhi pakan ternak ayam dan metode exponential smoothing mempermudahkan informasi dalam peramalan untuk pakan ternak ayam bagi perusahaan peternakan",human
Jurnal Sisfokom ISB Atma Luhur,2013,"Praktek Dokter Roy Jhanna Ginting merupakan badan usaha yang bergerak dalam bidang kesehatan termasuk juga dalam bidang penjualan dan pembelian obat. Praktek Dokter Roy Jhanna Ginting ini didirikan oleh dr. Roy Jhanna Ginting bersama dengan istrinya dr. Grace Ulina Hutabarat dan berdiri sejak tahun 2010. Penjualan dan pembelian tunai merupakan salah satu kegiatan penting dalam setiap perusahan, terutama yang bergerak dibidang perdagangan. Transaksi penjualan dan pembelian yang ada pada Praktek Dokter Roy Jhanna Ginting dimulai dari proses pesanan barang oleh pelanggan, proses pembuatan nota sebagai barang bukti pembayaran, sampai pembuatan laporan yang ditunjukkan kepada pimpinan. Sistem pengolahan data penjualan dan pembelian tunai pada Praktek Dokter Roy Jhanna Ginting sampai saat ini masih dilakukan secara manual, mulai dari proses pemesanan barang, pembuatan nota, pembayaran, hingga pembuatan laporan. Sehingga sering terjadi keterlambatan dan kesalahan informasi yang dihasilkan seperti pembuatan laporan data barang yang dipesan dan yang terjual, seringnya terjadi kesalahan dalam perhitungan dalam sistem penjualan dan pembelian tunai tersebut. Untuk mengatasi masalah tersebut, maka diperlukan suatu sistem komputerisasi penjualan dan pembelian tunai yang sangat sesuai untuk medukung kemajuan dan perkembangan perusahaan dagang tersebut. Sehingga dapat mengatasi permasalahan atau kendala pada sistem yang sedang berjalan saat ini. Dengan memanfaatkan sistem komputerisasi yang diusulkan ini, kemungkinan proses penjualan dan pembelian tunai yang dilakukan menjadi lebih mudah dan cepat.",human
Jurnal Sisfokom ISB Atma Luhur,2013,"Brankas merupakan salah satu target pencurian. Penulis memperkenalkan sebuah alat yang dapat mencegah dan paling tidak menghambat aksi kejahatan tersebut menggunakan sinar laser dibantu dengan Mikrokontroller Arduino Nano dan Uno R3. Keunggulan alat ini bisa mendeteksi benda asing menggunakan sensor cahaya dilengkapi dengan Buzzer dan Keypad, yang akan mengeluarkan suara atau bunyi jika ruangan tidak aman atau sedang disusupi oleh pihak yang tidak berwenang.",human
Jurnal Sisfokom ISB Atma Luhur,2013,"Penelitian ini membangun jaringan menggunakan mikrotik yang bertujuan untuk memfasilitasi guru dan siswa untuk mencari informasi, memudahkan pekerjaan menggunakan komputer, memudahkan terhubung ke jaringan internet dan dapat berbagi data antara satu komputer dengan yang lain. Metode dalam penelitian ini menggunakan observasi, wawancara dan studi literatur. Hasil yang dicapai dalam penelitian ini adalah memaksimalkan dalam mengakses internet dan berbagi data, sehingga lebih memudahkan guru dan siswa untuk mencari informasi di dunia maya menggunakan internet.",human
Jurnal Sisfokom ISB Atma Luhur,2014,"Multicom Koba merupakan perusahaan yang bergerak dibidang penjualan kemputer dan asesorisnya, yang mana perusahaan ini memiliki berbagai masalah, salah satunya adalah dalam hal pemasaran dan pelayanan terhadap pelanggan, hal tersebut dikarenakan selama ini dalam pemesanan barang hanya melalui handphone saja, sehingga dengan banyaknya pelanggan dan keterbatasan pegawai membuat Multicom Koba kewalahan dalam hal pelayananan terhadap pelanggan. Aplikasi pemesanan online melalui website berbasis SMS Gateway adalah suatu aplikasi yang dibuat dengan menggunakan bahasa pemrograman java dan database MySQL-front. Tujuan dari pembuatan aplikasi ini adalah untuk membantu pelanggan dalam mendapatkan informasi mengenai stok barang serta harga barang, sehingga pelanggan tidak perlu lagi datang ketempat, cukup dengan cara mengirimkan SMS ke aplikasi ini dengan format yang telah ditentukan, sehingga secara otomatis akan direspon oleh aplikasi ini. Cara mengirimkan SMS sama seperti kita biasanya, hanya format yang dipakai berbeda karena telah ditentukan oleh aplikasi ini. Selain cepat mendapatkan informasi, pelanggan juga dapat melakukan pemesanan dimanapun dan kapanpun.",human
Jurnal Sisfokom ISB Atma Luhur,2014,Tujuan dari penulisan skripsi adalah untuk menghasilakan karya nyata mengotrol suatu alat elektronik secara sistem otomatis agar mempermudah manusia dalam melakukan pekerjaanya dalam keadaan jarak jauh. Metode Penelitian yang digunakan adalah dengan metode pengumpulan data dan pengembangan sistem (Prototype). Dimana penulis mengumpulkan data yang dibutuhkan serta mendengarkan permintaan pengguna kemudian membangun Prototype itu.Hasil yang dicapai adalah menyalakan dan mematikan suatu alat elektronik dengan menggunakan Visual Basic 2010 yang dihubungkan dengan Device Controller. Dengan ini mempermudah kerja manusia dalam mengontrol alat elektronik tersebut pada jarak jauh.Kesimpulan bahwa Pengembangan Kontrol Alat Elektronik Menggunakan Visual Basic 2010 pada SMK XYZ jarak jauh menggunakan Visual Basic 2010 dapat di hubungkan dengan Device Controller yang terhubung dengan alat elektronik dan dapat mengontrol secara jarak jauh.,human
Jurnal Sisfokom ISB Atma Luhur,2014,"Salma Shoes adalah sebuah perusahaan yang bergerak di bidang penjualan. Penjualan tunai merupakan salah satu kegiatan penting dalam setiap perusahaan, terutama yang bergerak dibidang perdagangan. Transaksi penjualan yang ada pada Salma Shoes dimulai dari proses pesanan barang oleh pelanggan, proses pembuatan nota sebagai bukti pembayaran, sampai pembuatan laporan yang ditunjukkan kepada pimpinan. Sistem pengolahan data penjualan tunai pada Salma Shoes sampai saat ini masih dilakukan secara manual, mulai dari proses pemesanan barang, pembuatan nota, pembayaran, hingga pembuatan laporan. Sehingga sering terjadi keterlambatan dan kesalahan informasi yang dihasilkan seperti pembuatan laporan data barang yang dipesan dan yang terjual, seringnya terjadi kesalahan dalam penghitungan dalam sistem penjualan tunai tersebut. Untuk mengatasi masalah tersebut, maka diperlukan suatu sistem komputerisasi penjualan tunai yang sangat sesuai untuk mendukung kemajuan dan perkembangan perusahaan dagang tersebut.Sehingga dapat mengatasi permasalahan atau kendala pada sistem yang sedang berjalan saat ini. Dengan memanfaatkan sistem komputerisasi yang diusulkan ini, kemungkinan proses penjualan tunai yang dilakukan menjadi lebih mudah dan cepat.",human
Jurnal Sisfokom ISB Atma Luhur,2015,"SMP Buddhi sebagai salah satu sekolah menengah yang sedang berkembang dengan bentuk dan struktur yang baru, memerlukan banyak dukungan termasuk juga dukungan teknologi Informasi dalam mencapai sasaran yang baru. Sistem dan cara pembelajaran yang lebih modern dan interaktif dapat menunjang tercapainya suasana belajar yang nyaman dan tidak membuat siswa menjadi bosan dalam kegiatan belajar di sekolah. Pengambilan judul ini dilatar belakangi dikarenakan Pendidikan merupakan suatu hal yang sangat penting bagi setiap manusia, karena dengan pendidikan, manusia tersebut akan lebih mudah membangun dan menuntun hidupnya ke arah yang lebih baik lagi. Bagian dari pendidikan yang paling umum yaitu salah satunya adalah pendidikan biologi. Namun salah satu masalah umum yang timbul dalam bidang pendidikan biologi dalam proses pembelajaran adalah masalah verbalisme, yaitu anak dapat menghafal dan mengucapkan kata-kata tetapi tidak dapat memahami maksud atau artinya. Karena banyak dari pengajar dalam penyampaian bahan pengajaran hanya menggunakan bahasa lisan atau tulisan tanpa disertai alat pendukung yang lebih konkrit yang dapat memperjelas materi yang disampaikan oleh pengajar. Metode perancangan system yang digunakan dalam penulisan ini adalah perancangan storyboard dan perancangan user interface. Hasil yang ingin dicapai oleh penulis dalam skripsi ini adalah terciptanya sebuah program aplikasi yang dapat menambah wawasan dan memudahkan para siswa dalam pelajaran biologi khususnya sistem reproduksi manusia, terciptanya program yang menarik dan cukup mudah untuk digunakan. Kesimpulan dari penulisan skripsi ini adalah bahwa program aplikasi edukasi ini menggunakan bahasa pemrograman Flash CS3 dan selain menampilkan materi pelajaran juga menampilkan uji kompetensi siswa menambah wawasan siswa, dan aplikasi ini ditujukan kepada siswa SMP kelas IX.",human
Jurnal Sisfokom ISB Atma Luhur,2015,"PT. Alam Sutera Realty Tbk bergerak di bidang pemasaran hunian real estate yang menerapkan cluster system di kawasan perumahan. Hal ini menjadikan pendataan dari mulai penghuni, tamu yang berkunjung sampai pembayaran iuran keamanan penghuni dari tiap cluster sangat penting. Oleh karena itu, dirancang sistem informasi data kependudukan pada cluster PT. Alam Sutera Realty Tbk. Hasil dari penelitian yang dilakukan diharapkan dapat mempermudah divisi estate dalam mendata lokasi semua penduduk yang tersebar di beberapa cluster berikut laporan iuran dan dapat mempermudah petugas keamanan di setiap cluster untuk mendata tamu yang berkunjung, serta mempermudah memberikan informasi kepada tamu. Rancangan yang dibuat menjadi fasilitas yang sangat berguna bagi perusahaan dalam menjalankan usahanya dan menetapkan kebijakan.",human
Jurnal Sisfokom ISB Atma Luhur,2015,"Penelitian ini dilatar belakangi Pembelajaran Matematika di Sekolah Dasar, pembelajaran yang menggunakan metode dan media yang tepat dapat membangkitkan minat dan motivasi siswa untuk belajar. Dari latar belakang tersebut penulis menerapkan sebuah program aplikasi Pembelajaran Matematika Dasar untuk Kelas 3 dan 4. Penelitian ini dilaksanakan di SD Dharma Putra Tangerang. Pembuatan Program Aplikasi itu menggunakan program pendukung Visual Basic 6.0 dan untuk database menggunakan Ms Access 2007. Program tersebut memuat rumus-rumus matematika. Program tersebut juga menyediakan latihan soal untuk kelas 3 dan 4 yang dibuat oleh guru sebagai admin. Guru dapat mengimput nilai dari soal-soal yang dikerjakan siswa. Penelitian tersebut menghasilkan program matematika yang lebih mudah dipahami dan juga menampilkan user interface yang menarik. Serta membantu memudahkan guru untuk menyampaikan materi rumus dasar matematika. Untuk kedepannya diperlukan pengembangan yang lebih dari program tersebut, dengan menambahkan materi-materi pelajaran matematika yang kurang, agar program tersebut dapat sesuai dengan standar kompetensi jenjang pendidikan yang ada.",human
Jurnal Sisfokom ISB Atma Luhur,2015,"Perkembangan Teknologi sekarang ini sangat membantu aktivitas manusia dalam kegiatan sehari-hari.Contohnya, dalam pengamanan benda berharga, rumah, kebun, dan sebagainya, banyak orang menggunakan kemajuan teknologi seperti kamera pengawas atau CCTV. Bahkan penggunaan CCTV telah menyebar hingga ke berbagai pelosok negeri. Namun sayangnya, kemajuan teknologi CCTV sekalipun bahkan tidak mampu menghentikan aksi pencurian. Bahkan seringkali CCTV di manipulasi oleh pelaku pencurian agar tidak merekam aksi mereka. Walaupun terekam CCTV sekalipun banyak kasus pencurian yang tidak mampu dicegah karena lambannya penanganan. Selain itu diperlukan pemantauan 24 jam penuh oleh petugas keamanan untuk menatap monior CCTV agar mampu menjaga keadaan. Hal ini tentu membebani pengguna yang mempunyai aktifitas dengan jadwal yang padat. Karena itu disini teknologi canggih seperti mikrokontroler memegang peranan yang sangat penting. Dalam hal ini misalnya mikrokontroler AT-mega 8535. Mikrokontroler mampu di ubah menjadi sebuah alat alarm anti- maling yang memiliki kemampuan untuk mendeteksi objek yang mencurigakan dan memberikan peringatan dengan cepat melalui SMS dan melakukan panggilan ke ponsel pengguna dimanapun dia berada dengan memadukan kecanggihan sensor ultrasonic, sensor PIR, dan modem Fasttrack. Dengan alat ini pengguna tidak akan merasa khawatir dan bisa beraktifitas dengan tenang. , Alat Alarm ini diharapkan mampu menjadi teknologi yang membantu kehidupan manusia dalam kehidupan sehari-hari terutama dalam hal pengawasan keamanan tempat tinggal maupun tempat penyimpanan benda berharga.",human
Jurnal Sisfokom ISB Atma Luhur,2015,"Tujuan dari penulisan skripsi adalah untuk membantu meringankan kerja tim marketing yang lokasinya jauh dari kantor dalam memberi data pengajuan kredit motor honda dan mengakses informasi melalui smartphone dengan sistem operasi android sehingga lebih efisien, bisa diakses dimanapun dan kapanpun. Metode penelitian yang digunakan adalah metode analisis, metode perancangan, dan metodologi pengumpulan data, penulis menggunakan metode observasi, wawancara, teknik studi pustaka, pada metode analisis penulis menganalisa kebutuhan dan melalui hasil tesebut penulis merancang tahapan yang akan dilakukan. Aplikasi yang dibangun menggunakan bahasa pemrograman java (eclipse) dengan menggunakan android SDK (Software Development Kit) sebagai pengembang. Hasil yang dicapai adalah dengan adanya aplikasi yang dibangun dapat mempermudah kerja tim marketing yang jaraknya jauh dari kantor dalam menginput data pengajuan kredit dan mengakses informasi melalui smartphone berbasis android. Kesimpulan yang didapat adalah seteleh aplikasi diimplementasikan terlihat bahwa kerja tim marketing lebih ringan dan efesien. Pengguna aplikasi harus memiliki username dan password untuk login ke aplikasi.",human
Jurnal Sisfokom ISB Atma Luhur,2015,"Smartphone merupakan sebuah alat yang di lengkapi dengan sistem operasi berupa Android, Android adalah sebuah mobile platform pertama yang lengkap dan gratis yang dikembangkan dengan menggunakan Software Development Kit (SDK) dengan tools yang cukup untuk mengembangkan aplikasi yang powerful dan kaya akan fitur. Dimana smartphone sudah banyak di gunakan di kalangan masyarakat dan perkembangan teknologi android yang begitu pesat sehingga juga berdampak langsung pada dunia pendidikan di Indonesia. Sekarang sudah banyak sekolah yang mulai memanfaatkan dunia teknologi informasi untuk meningkatkan pelayanan di bidang pendidikan. Banyak pengguna yang menggunakan android untuk membuat aplikasi informasi akademik yang bisa di jalankan di android sehingga menjadi layanan yang menarik. Aplikasi ini digunakan untuk berkomunikasi secara singkat pada siswa Sekolah Menengah yang terus meningkatkan pelayanan siswa baik secara akademis dan dalam fasilitas. informasi akademik berbasis android diharapkan dapat memberikan fasilitas yang lebih nyaman bagi siswa untuk mengetahaui nilai. Saat ini untuk melihat nilai dari materi pelajaran, siswa dituntut untuk datang ke sekolah. Untuk itu diharapkan aplikasi informasi akademik berbasis android ini dapat membantu siswa karena keterbatasan jarak dan waktu untuk dapat melihat nilai akademik siswa melalui media smartphone tanpa harus datang ke sekolah.",human
Jurnal Sisfokom ISB Atma Luhur,2014,"Perpustakaan XYZ adalah perpustakaan yang sama dengan perpustakaan sekolah tinggi lain pada umumnya, yang difungsikan sebagai media untuk mencari refrensi dan informasi untuk menambah ilmu pengetahuan. Proses penyusunan laporan dan evaluasi inventori yang masih menggunakan cara manual menjadi salah satu penyebab terhambatnya proses pembuatan laporan peminjaman, efisiensi waktu pengerjaan lama, ketepatan dalam melakukan proses peminjaman, serta frekuensi kebutuhan akan informasi atau laporan kurang tepat dan akurat. Tujuan dari penulis dalam penelitian ini adalah untuk menganalisis, merancang dan mengimplementasikan sistem sirkulasi perpustakaan XYZ menjadi terkomputerisasi untuk mengatasi masalah yang ada. Oleh karena hal tersebut diatas, penulis merasa bahwa sistem komputerisasi sangat dibutuhkan untuk mengendalikan sistem peminjaman buku yang dilakukan oleh XYZ tersebut. Sehingga layanan kebutuhan informasi terhadap kesedian buku yang ada diperpustakaan XYZ dapat melayani transaksi sirkulasi data (peminjaman, pengembalian), data pencarian buku dan pembuatan laporan menjadi lebih cepat, akurat dan tepat waktu. Penulis berharap bahwa penulisan ini dapat berguna bagi XYZ dalam mengembangkan perpustakaan XYZ.",human
Jurnal Sisfokom ISB Atma Luhur,2014,"Berkembangnya teknologi dizaman ini serta pengembangan dalam pendeteksian suatu kerusakan pada mobil dari sebuah gejala-gejala yang timbul merupakan penyebab dari kerusakan mobil yaitu dengan adanya aplikasi sistem pakar, dimana dalam aplikasi ini menjelaskan dari beberapa macam-macam kerusakan, mulai dari ciri-ciri gejala kerusakan, jenis-jenis kerusakan dan solusi dari kerusakan yang terjadi pada mobil. Kebanyakan pemilik mobil masih belum begitu mengerti dari kerusakan-kerusakan yang sering terjadi pada komponen mobil mereka. Dengan sistem ini, penulis mencoba untuk merancang suatu sistem pakar yang dapat membantu pemilik mobil dalam mengatasi permasalahan yang sering timbul pada kerusakan mobil agar pemilik mobil dapat mengetahui apa saja yang perlu diperbaiki, melakukan pengecekan pada saat keadaan darurat, dan yang sering bermasalah pada mobil. Dalam merancang program ini dapat menjelaskan bahwa suatu sistem yang berjalan dengan adanya rancangan algoritma dan basis pengetahuan diantaranya tabel pakar, rule-rule pakar serta dengan pohon keputusan yang mengambarkan suatu program sehingga dengan ini maka program dapat diketahui apa saja yang menjadi kekurangan dan spesifikasi yang dibutuhkan dalam sistem ini. Untuk melengkapi dalam pengujian sistem ini, maka adanya pengumpulan data dengan menggunakan kuisioner untuk mengetahui tingkat kelayakan dan kematangan dari sistem ini sesuai dengan apa yang diharapkan, kemudian dilanjutkan dengan menganalisis proses-proses tersebut. Dengan dirancangnya aplikasi ini, berdasarkan hasil analisa dan pembahasan sistem pada perancangan sistem pakar untuk mendeteksi kerusakan pada mobil yang dilakukan, maka dengan ini dapat menarik beberapa kesimpulan dan saran untuk pengembangan suatu aplikasi sistem pakar ini.",human
