source,year,abstract,label
JIP (Jurnal Informatika Polinema),2014,"perumahan patraland place merupakan proyek properti pertama di kota malang yang mempunyai banyak nilai, diantaranya lokasi strategis, harga bersaing dan fasilitas lengkap. saat ini perumahan patraland place menggunakan brosur sebagai media promosi, namun hal tersebut dirasa kurang menarik dan membosankan. media promosi adalah salah satu komponen penting untuk mempromosikan suatu produk kepada konsumen. untuk membuat media promosi menjadi lebih menarik dan berbeda bagi konsumen, salah satu caranya adalah dengan menerapkan teknologi augmented reality. augmented reality merupakan teknologi yang memungkinkan menggabungkan suatu objek 3-dimensi (3d) ke lingkungan nyata secara langsung melalui sebuah kamera. berdasarkan hal tersebut untuk mendukung media promosi perumahan",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2016,"sebagai contoh untuk penerapan konsep manajemen proyek, sebuah situs toko kue online yang dibangun secara tim, komponen dari situs ini dibuat secara terpisah-pisah oleh setiap anggota tim, dengan memanfaatkan fasilitas redmine dan subversion, partisi komponen sistem disatukan dan berfungsi dengan baik seperti yang dibuat secara individu. kata kunci e-commerce, tokokueku, subversi, redmine project management, ruby, framework rail, adalah salah satu metode yang sangat efisien, ekonomis dan efisien untuk meningkatkan omzet penjualan, karena mudahnya melacak lokasi dan penyebab kesalahan (2) ( 1 ) proyek - proyek, dll sebagai sebuah proyek, dan dikembangkan secara individu, pada aplikasi pemrograman dalam sebuah, masing-, di,",ai
JIP (Jurnal Informatika Polinema),2015,"layanan e-commerce merupakan suatu aplikasi yang dapat membantu merchant dalam pembuatan online shop. dalam pembangunan layanan e-commerce metode untuk arsitektur aplikasi yang dapat digunakan adalah service oriented architecture (soa). soa adalah suatu teknologi arsitektur pengembangan perangkat lunak dengan pendekatan service, memungkinkan hubungan dan pertukaran data atau informasi antar bagian menjadi mudah dan merupakan solusi dalam menghadapi permasalahan dalam bidang pengolahan data atau informasi suatu organisasi yang terus berkembang. berdasarkan analisis soa pada layanan e-commerce dihasilkan 10 service utama yaitu merchant service, login service, kategori service, produk service, order service, confirmation payment service, customer service, setting service, akun bank service, dan",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2016,"pemanasan global adalah kenaikan suhu bumi yang disebabkan oleh meningkatnya konsentrasi gas rumah kaca akibat ulah manusia dan aktivitas manusia, banyak sekali kerusakan yang disebabkan karena pemanasan global, termasuk meningkatnya air permukaan laut sampai dengan kepunahan makhluk hidup, pembelajaran tentang pemanasan global kepada anak-anak sejak usia dini merupakan salah satu solusi untuk menanamkan kesadaran dan kepedulian terhadap lingkungan. game, action script 3. 0, adobe flash cs 5.",ai
INTI Nusa Mandiri,2017,"pembelajaran matematika sering dianggap sulit oleh kebanyakan siswa salah satunya materi bangun ruang. alasan yang timbul bermacam-macam dari banyaknya rumus, pelajaran yang susah dimengerti dan dipahami. didalam applikasi tersebut terdapat pembelajaran mengenai materi bangun ruang muali dari rumus, contoh benda dan contoh soal. selain itu terdapat juga permainan yang membantu melatih daya ingat pengguna dalam memahami bangun ruang. aplikasi pembelajaran bangun ruang berbasis android ini telah diuji melalui metode black box testing dan pengujian kuesioner. dengan adanya applikasi pembelajaran tersebut dapat membantu guru dalam mengajarkan materi bangun ruang melalui media applikasi sehingga proses belajar lebih interaktif dan sebagai alternative lain",human
Jurnal COREIT UIN SUSKA (IndoT5 Parafrase),2016,"untuk meningkatkan kemampuan sistem pengawasan, penelitian ini menggunakan metode background subtraction dan operasi morfologi, yang dapat mendeteksi subtstraksi pada background dengan mengubah citra menjadi citra biner dan menentukan tingkat kepekaan perubahan piksel background, pada pengujian 10 video dalam pencahayaan terang, 8 video yang akurat dengan perhitungan manual, 2 video tidak akurat, dan 10 video kondisi gelap atau redup, 1 video tidak tepat, dan 9 video tidak sesuai. ( 1 ) tidak akurat, dan 1) tidak akurat ( 9 ) (a) dari 10 video. -, dan (b) s, ) untuk (e). - video (p ).",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2016,"penelitian ini mengembangkan aplikasi berbasis android untuk menentukan rute kunjungan sekolah terpendek, menggunakan metode heuristik yang efisien dan efektif, yang dikombinasikan dengan google maps application programming interface (api) untuk menampilkan rute kunjungan, sehingga waktu kunjungan menjadi efisien dan efisien, dan biaya pengeluaran bahan bakar yang cukup boros, untuk menyelesaikan masalah ini. tim promosi universitas muria kudus (umk) melakukan kunjungan promosi ke sekolah menengah atas, dengan tujuan untuk memastikan waktu kunjungan yang efektif dan efisien. waktu kunjungan menjadi lebih efisien, waktu kunjungan lebih efisien dan biaya yang lebih efisien waktu kunjungan, dan menghemat waktu kunjungan untuk tujuan kunjungan yang tepat waktu",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2016,"perdagangan forex merupakan suatu perdagangan mata uang asing dimana seorang trader mendapatkan keuntungan dari perbedaan nilai mata uang satu dengan mata uang asing lainnya yang dapat berubah-ubah secara berkala. salah satu faktor analisa dalam keputusan jual beli dalam perdagangan forex adalah menggunakan analisa teknikal. analisa teknikal menggunakan data dan metode statistik berdasarkan data histori harga untuk mendukung keputusan jual atau beli. trader sering mengalami loss karena emosi dan psikologis. faktor emosi dan psikologis yang dimaksud diantaranya adalah keserakahan, kelelahan, kurang konsentrasi dan lainnya. salah satu solusi untuk mengatasi masalah tersebut adalah dengan menggunakan expert advisor . expert advisor adalah aplikasi",human
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2017,"di universitas ahmad dahlan, sistem keputusan yang dapat diakses oleh mahasiswa, dosen, prodi dan karyawan harus memanfaatkan teknologi dalam pengambilan keputusan, salah satu alternatif yang dapat diterapkan adalah membuat sistem keputusan untuk memberikan keputusan untuk saksi akademik dengan menggunakan metode pelacakan berasis kasus, mencari kemiripan kasus baru dengan kasus lama menggunakan metode similarity. dari penelitian yang dilakukan menghasilkan sebuah perangkat lunak yang telah diuji dan memiliki validitas 100 sesuai untuk rekomendasi yang diberikan sesuai dengan kasus yang pernah ada. kata kunci sanksi akademik, penalaran berbasis kasus,similaritas kasus. aplikasi yang relevansi (a ) sebagai berikut ( 1 ) -. dan karyawan,",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2016,"(data mining) adalah proses yang mempekerjakan satu atau lebih teknik pembelajaran komputer (mechine learning) untuk menganalisis dan mengekstraksi pengetahuan (knowledge) secara lain, sehingga pengguna dapat memprediksi pertandingan sepak bola dengan baik, mengetahui kekuatan klub bola yang akan bertanding, dan mengetahui hasil prediksi klub bola. yang dapat menghemat waktu untuk memprediksi pertandingan tersebut dan mengetahui skor pertandingan yang telah diprediksinya. kata kunci sepakbola, data mining, pohon keputusan (decision tree). keputusan yang telah ditentukan oleh mereka.",ai
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2016,"di wilayah sto pati terdapat lebih dari 500 distribution point (dp), jumlah dp yang banyak dan luas wilayah membuat petugas kesulitan mengingat lokasi dp, petugas sudah memiliki gps dan konsep location based service (lbs), tetapi tidak dilengkapi peta, sehingga petugas masih mengalami kendala dalam mencari lokasi dps. hasil pengujian sistem dengan metode black box diperoleh persentase 100, yang menyatakan bahwa aplikasi telah berjalan sesuai dengan kebutuhan sistem. rk, rumah pelanggan, dan informasi rute yang dapat ditempuh, dan dapat melakukan panggilan telepon pelanggan. -, dan layanan web, aplikasi dp - dp (d) dp) s dp untuk menemukan lokasi, dp ini dp",ai
JIP (Jurnal Informatika Polinema),2016,"pertukaran pelajar di sman 3 malang sudah dilakukan sejak beberapa tahun yang lalu. namun permasalahan yang terjadi yaitu cara penilaian yang dilakukan masih menggunakan cara manual. selain itu banyaknya siswa yang mendaftar setiap tahun, sehingga para guru penilai membutuhkan waktu lebih lama dalam melakukan pemilihan siswa yang lulus dalam pertukaran pelajar. oleh karena permasalahan tersebut, maka perlu dirancang suatu sistem pendukung keputusan yang hasilnya dapat dijadikan referensi dalam pengambilan keputusan penentuan siswa yang lolos dalam pertukaran pelajar. metode yang digunakan dalam penelitian ini adalah metode ahp-topsis. ahp digunakan untuk menentukan bobot kriteria dan uji konsistensi, sedangkan topsis digunakan untuk penentuan",human
EXPLORE (Jurnal Sistem Informasi dan Telematika) UBL,2017,"mahasiswa yang telah dinyatakan lulus oleh perguruan tinggi akan selalu mengalami proses wisuda sebagai acara peresmian kelulusan tersebut. dalam setiap pelaksanaan wisuda pada informatics and business darmajaya mulai periode ganjil 20142015 selalu diberikan penghargaan dari dekan berupa dean list akademik. penentuan mahasiswa yang memperoleh penghargaan selama ini dilakukan dengan melihat data transaksi dari daftar nilai semester (dns), sehingga membutuhkan waktu proses yang lama. permasalahan yang terjadi dan selalu dialami oleh tim biro administrasi akademik dan kemahasiswaan (baak) adalah ketika time frame yang sangat singkat dan keterbatasan sumber daya manusia (sdm) yang tidak mampu menyiapkan data yang dibutuhkan dengan cepat dan",human
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,"di tengah perkembangan teknologi yang terus-menerus, sumber daya manusia juga harus berkembang untuk mengikutinya, dengan menggunakan konsep sistem pengambilan keputusan dengan metode simple additive weighting (saw) dan aplikasi mirosoft visual studio 2008 dan database ms access 2007 untuk merancang aplikasi untuk menentukan tablet pc yang cocok untuk digunakan oleh para pemula, tetapi kebutuhan manusia yang semakin meningkat membuat para vendor teknologi harus memikirkan produk baru yang mampu mengimbangi kebutuhan manusia dengan baik. khususnya bagi para pemula. aplikasi pc adalah salah satu dari jawaban ini. - produk yang lebih besar yang lebih banyak orang tua dan yang muda, dan produk yang",ai
Jurnal TEKNOINFO Teknokrat,2016,"analisis sentimen tweet berkembang sebagai sebuah kajian pada bidang pengolahan bahasa alami yang bermanfaat mengetahui opini masyarakat terhadap sebuah topik tertentu secara otomatis. pada penelitian ini kami mengajukan teknik analisis tweet kedalam tiga kelas (positif, negatif dan netral) menggunakan algoritma backpropagation neural network. input jaringan merupakan sejumlah kata terpilih yang dirangking mengunakan skor tfidf. variasi praproses term dilakukan untuk menguji performa klasifikasi sentimen. hasil pengujian menunjukkan metode yang kami ajukan berhasil melakukan klasifikasi dengan hasil terbaik dengan akurasi 78.34 dan presisi 84.21.",human
"CESS (Computer Engineering, System and Science)",2017,"penggunaan smartphone saat ini telah banyak merubah aktifitas seseorang dalam gaya berkomunikasi. munculnya fitur komunikasi berupa pesan singkat untuk memudahkan pengguna dalam melakukan aktifitas. selain memberi pesan notifikasi juga dapat memberikan peringatan untuk melakukan kendali dalam efisiensi penggunaan listrik. penelitian ini mengimplementasikan push notification system untuk melakukan kendali listrik. perancangan dimulai dengan membuat disain prototype kendali listrik dan kondisi sistem notifikasi. perangkat yang digunakan meliputi raspberry pi, sensor pir, sensor ldr, relay dan perangkat smartphone. hasil dari perancangan, sensor mampu melakukan kendali listrik dengan kondisi bila sensor pir mendeteksi cahaya rendah maka akan diteruskan ke sensor gerak dan bila sensor",human
JIP (Jurnal Informatika Polinema),2016,"bahasa inggris merupakan bahasa internasional yang harus dikenalkan sejak usia dini pada anak-anak. pengenalan bahasa inggris pada anakanak harus dilakukan dengan cara yang menyenangkan, salah satunya adalah dengan menggunakan aplikasi pembelajaran yang dilengkapi dengan permainan. anakanak pada umumnya senang bermain dan bergerak, karena pada usia anakanak, kemampuan kognitif dan motorik berkembang secara bersamaan. tujuan dari penelitian ini adalah membuat aplikasi pembelajaran bahasa inggris yang melibatkan aktivitas motorik. aplikasi ini dijalankan dengan menggunakan sensor kinect dan menggunakan algoritma fisheryates shuffle untuk pengacakan soal pada permainan.hasil pengujian yang telah dilakukan pada anakanak sekolah dasar menunjukkan bahwa aplikasi pembelajaran yang melibatkan aktivitas motorik",human
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2017,"tunneling ipv6 over ipv4 (ipv6ip), (amoss minoli, 2008) dilakukan dengan cara menghubungkan komputer server dan client yang dipisahkan dengan 5 buah router cisco, alamat hubungan antara komputer dengan ruter menggunakan ipv 6 sedangkan hubungan antar routers menggunakan ip v4. selama proses download dilakukan analisis kinerja tunnling, meliputi throughput, goodput, dan delay pada saat proses download, masing-masing. dan delay dari aplikasi ftp, tunning, dan tuning, untuk tujuan untuk melakukan tune tunnel.",ai
ILKOM Jurnal Ilmiah UMI Makassar (IndoT5 Parafrase),2017,"penelitian ini bertujuan untuk merancang prototipe robot pelayan restoran menggunakan sensor garis dan sensor pir dengan algoritma optimasi lintasan, yang implementasinya disematkan ke dalam mikrokontroller, metode yang digunakan adalah metode eksprementaal, yaitu dengan merancang, membangun dan menguji model sistem, hasil eksperimen menunjukkan bahwa ketepatan atau ketepatan pada robot lebih baik karena sifatnya yang otomatis, karena sifat perintah pada robot telah diprogram terlebih dahulu, sehingga kesalahan penempatan tidak dapat dihindari seperti yang biasa terjadi pada tenaga kerja manusia yang bekerja secara paruh waktu. tetapi faktor itu tidak terjadi. - faktor mekanistik - faktor-faktor itu tidak disebabkan oleh karena sifat robot.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"clustering adalah metode yang digunakan dalam datamining clustering k-means, yang mencari dan mengklasifikasikan data yang memiliki kemiripan karakteristik antara data satu dengan data lainnya yang diperoleh, sedangkan pertanyaan dalam kuesioner susenas yang ditujukan kepada individu dikumpulkan melalui wawancara tatap muka dengan pencacah, suamiisteri kepala rumah tangga, atau anggota rumah tangga lain yang mengetahui karakteristik yang ditanyakan, yang dilakukan dalam beberapa tahap mulai dari tahun 1999-2016, dengan 2 provinsi cluster tingkat tinggi, yaitu kepulauan riuan, dan jawa tengah, dan papua barat, dan 20 provinsi tingkat rendah, yang digunakan untuk proses yang digunakan pada tingkat tinggi. tingkat tinggi, dan tingkat rendah, datamining,",ai
Jurnal Sisfokom ISB Atma Luhur,2017,"pada kantor notaris hoiril masuli, sh, m.kn dalam pengelolaan penerimaan berkas masih menggunakan cara manual dan belum terkomputerisasi. hal ini meyulitkan pegawai dalam pengelolaan data klien, seperti halnya dalam penyimpanan data-data yang masih disimpan dalam bentuk berkas sehingga menyulitkan pegawai dalam mencari data berkas masuk dari klien ataupun berkas yang sudah selesai dibuat serta berkas yang sudah diambil klien. untuk mengatasi masalah-masalah yang dihadapi, untuk mempercepat pekerjaan dan memudahkan pengelolahaan data perlu adanya sistem yang terkomputerisasi dalam pengelolaan berkas klien. pada penelitian ini metode yang digunakan adalah berorientasi objek, model penelitian yang digunakan adalah waterfall serta tools yang digunakan adalah",human
Jurnal INFOTEL IT Telkom,2013,"penyebaran penyakit bersifat laten dan merupakan permasalahan yang harus diantisipasi pencegahannya sedini mungkin. salah satu jenis penyakit yang endemis di indonesia adalah penyakit demam berdarah. tujuan dari penelitian ini adalah untuk rancang bangun sistem informasi untuk penyebaran penyakit berbasis gui matlab. untuk studi kasusnya adalah penyakit demam berdarah. metode yang digunakan dalam penelitian ini menggunakan metode ann backpropagation untuk mengetahui tingkat penyebaran dengan menggunakan variabel yang mempengaruhi penyebaran penyakit demam berdarah yang digunakan dalam penelitian ini meliputi suhu rata rata, curah hujan, jumlah hujan (dalam hari), kepadatan penduduk, ketinggian wilayah dan abj. metode pengembangan sistem yang digunakan pada penelitian ini",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2014,"penelitian ini bertujuan untuk mengalokasikan harga penjualan tanah untuk pembangunan minimarket, dengan menggunakan antarmuka fuzzy sugeno, outputnya berupa konstanta atau persamaan linier. berdasarkan pengujian yang dilakukan, dapat diketahui bahwa teknik kendali fuzzy mampu menghasilkan respon seperti yang diharapkan, yaitu menilai jarak jauh dekat yang menentukan harga penjualan untuk minimarket di lokasi yang sama dengan lokasi yang lain, nilai jual akan lebih tinggi dari yang diharapkan. berdasarkan pengujian yang telah dilakukan.",ai
Jurnal INFOTEL IT Telkom,2009,"pada era globalisasi ini kemajuan di segala aspek kehidupan terus berkembang, seiring dengan perkembangan teknologi. perkembangan teknologi yang begitu pesat tersebut menjadikan sesuatu lebih mudah dan cepat. hal ini terlihat dengan ditemukannya peralatanperalatan yang canggih dengan menerapkan prinsip kerja yang serba flexible. pada teknologi seluler juga telah mengalami perkembangan dimana awalnya hanya digunakan untuk voice call dan sms (short messege service), kini beberapa perkembangan teknologi seluler sudah bisa digunakan untuk melakukan panggilan video (video call), internet, yang lebih utama yaitu dapat mengirimkan dtmf (dual tone multy frequency). dengan adanya perkembangan teknologi dtmf ini maka antara teknologi seluler dengan teknologi mikrokontroler",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"ini akan menggunakan algoritma k-medoids untuk pengelompokan data penjualan, sehingga akan ditemukan informasi yang dapat digunakan untuk menentukan strategi pemasaran produk yang tepat. hasil dari penelitian ini menghasilkan 5 cluster dengan cluster pertama terdiri dari 909 transaksi, cluster kedua terdiri dari 166 transaksi, cluster ketiga terdiri dari 66 transaksi, bauran pemasaran, dan tingkat biaya pemasaran yang diperlukan. - strategi pemasaran produk dapat dilakukan dengan melakukan promosi pada cluster kelima yang memiliki kombinasi jumlah barang yang dibeli paling tinggi. jumlah barang yang harus dibeli adalah yang tertinggi. tingkat biaya pemasaran produk, dan tingkat harga pemasaran yang relevansi cluster, dan jumlah barang-medoids",ai
JTIP (Jurnal Teknologi Informasi dan Pendidikan) UNP,2017,penelitian ini memaparkan tentang perancangan aplikasi untuk penentuan pemilihan guru berprestasi pada smkn 1 sutera dengan menggunakan bahasa pemograman php dan database mysql. dari penelitian yang sudah dilakukan pada smkn 1 sutera ini dapat disimpulkan bahwa belum pernah diadakan pemilihan guru berprestasi. setelah dilakukan penelitian pada sekolah tersebut dengan cara mengumpulkan data-data baik berupa wawancara dan data yang diarsipkan. selanjutnya dilakukan analisis terhadap data yang telah dikumpulkan dengan menggunakan alat bantu perancangan sistem. kemudian dirancang dengan menggunakan metode analytic hierarchy process (ahp) dan juga bentuk aplikasi penentuan pemilihan guru berprestasi. hasil dari analisis tersebut diterapkan kedalam suatu aplikasi yang mampu,human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2015,"perkembangan teknologi yang sangat cepat dalam bidang transportasi mengakibatkan cepatnya bermunculan sepeda motor-sepeda motor baru dalam waktu dekat. sehingga memicu meningkatnya tingkat pembelian sepeda motor baru, dan juga meningkatkan tingkat penjualan sepeda motor bekas. dikarenakan mayoritas masyarakat akan menjual sepeda motor lamanya terlebih dahulu untuk kemudian beralih membeli sepeda motor yang lebih baru dengan spesifikasi yang lebih canggih. hanya saja selama ini transaksi jual beli sepeda motor bekas yang dilakukan oleh dealersepeda motor masih menggunakan cara manual dalam penentuan harga jualnya, yaitu berdasarkan perkiraan dimana hasilnya kurang akurat dan tidak sesuai dengan kondisi dari sepeda motor tersebut. untuk itu dibutuhkan",human
Jurnal Sisfokom ISB Atma Luhur,2014,"perpustakaan xyz adalah perpustakaan yang sama dengan perpustakaan sekolah tinggi lain pada umumnya, yang difungsikan sebagai media untuk mencari refrensi dan informasi untuk menambah ilmu pengetahuan. proses penyusunan laporan dan evaluasi inventori yang masih menggunakan cara manual menjadi salah satu penyebab terhambatnya proses pembuatan laporan peminjaman, efisiensi waktu pengerjaan lama, ketepatan dalam melakukan proses peminjaman, serta frekuensi kebutuhan akan informasi atau laporan kurang tepat dan akurat. tujuan dari penulis dalam penelitian ini adalah untuk menganalisis, merancang dan mengimplementasikan sistem sirkulasi perpustakaan xyz menjadi terkomputerisasi untuk mengatasi masalah yang ada. oleh karena hal tersebut diatas, penulis merasa bahwa sistem komputerisasi sangat",human
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2017,"untuk membantu seorang pengguna yang ingin mendapatkan pengetahuan tentang deteksi penyakit ini, sistem pakar yang baik dirancang untuk menampilkan hasil deteksi berdasarkan 2 faktor, yaitu ukuran keyakinan yang berasal dari pengethuan seorang pakar dan ukuran ketidakpercayaan yang berasal oleh pengguna atau pengguna, sehingga hasil yang dihasilkan memiliki faktor keyakinan dari sumbernya, yaitu pakar dan pengguna. ( 1 ) - sistem pakar - deteksi penyakit infeksi genitalia interna pada wanita, dengan menggunakan metode certainty factor, yang dapat menghasilkan faktor kepercayaan dari pihak sumber, yaitu ahli dan pengguna atau user ( oj ), dan pengguna ( user), sebagai berikut (1).",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2016,"berkembangnya teknologi dan kemajuan pertumbuhan penduduk di indonesia, mengakibatkan semakin meningkatnya daya beli untuk kebutuhan tempat tinggal. hal ini terbukti dengan semakin banyaknya, perumahan-perumahan yang sudah disiapkan dengan menggunakan cara angsuran atau cicilan yang murah. oleh karena itu, banyak konsumen yang masih merasa kesulitan dalam menentukan letak atau lokasi tempat tinggal. tempat tinggal yang baik adalah tempat tinggal yang dapat memberikan kenyamanan bagi penghuninya. penelitian ini membahas tentang pemilihan tempat tinggal yang layak sesuai dengan 7 kriteria, yaitu keamanan, fasilitas umum, bebas banjir, harga, air bersih, model, sejuk dan nyaman. dalam penentuan kelayakan pemilihan tempat tinggal dengan metode naive bayes",human
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2017,"simulasi perencanaan jaringan tanpa pci, simulasi perencanaan jaringan menggunakan pci dilanjutkan dengan membandingkan hasil yang diperoleh. untuk nilai parameter best signal level dan rsrp tidak mengalami perubahan setelah diterapkan pci sedangkan untuk nilai parameter c (n i) setelah penggunaan pci mengalami peningkatan sebesar 0,09 db, untuk parameter throughput meningkat 0,063 kbps, sedangkan untuk parameter bler tidak mengalami peningkatan, yaitu memiliki rata-rata 0,02 tetapi memiliki pertambahan luas area level terbaik dari 4,7 km (t) - (d) (b).",ai
Jurnal INFOTEL IT Telkom,2017,"internet protocol-based private branch exchange (ip pbx) diperlukan untuk menghubungkan panggilan antar perangkat komunikasi voice over internet protocol (voip) di sebuah jaringan lokal (lan). dengan adanya ip pbx, layanan voip dapat disediakan di atas jaringan dataip yang sudah tergelar. penelitian ini kami lakukan untuk mengetahui unjuk kerja voip pada dua ip pbx yang menggunakan perangkat lunak server asterisk dan freeswitch. kami merancang sebuah arsitektur jaringan eksperimen yang diadaptasi dari topologi bertingkat pada jaringan kampus (can) di lokasi penelitian dengan hierarki perangkat yang terdiri dari core switch, distribution switch, dan access switch. kedua ip pbx ditempatkan pada hierarki yang berbeda pada",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2017,"katalog pengelolaan skripsi pada program studi teknik informatika masih manual, selain dokumen sulit di temukan keberadaannya dan dokumen dapat tersebar di beberapa file, selain itu kebutuhan data dan informasi yang lengkap terkait dengan hasil penjadwalan ujian, pembimbingan skripsi dan seminar, aplikasi yang dikembangkan sesuai dengan kebutuhan pengguna (program studi), hasil penelitian ini adalah prototipe katalog skripsi yang digunakan untuk mengelola data yang berkaitan dengan jadwal ujian, bimbingan dan seminar proposal, sehingga data disimpan dengan lebih baik di program studi teknik informatika. dan terkelola dengan baik. - sistem ini dirancang untuk tujuan program studi teknik - program studi - program studi",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2015,"paperless merupakan salah satu upaya dalam mengurangi dampak negatif kerusakan lingkungan, yang berimplikasi pada kelestarian hutan. teknologi informasi dan komunikasi telah banyak membantu mewujudkan konsep paperless pada instansi pendidikan, industri swasta maupun pemerintahan. pada instansi pemerintahan belum banyak diterapkan konsep paperless ini karena terbentur aturan dan birokrasi yang mengharuskan pembuatan dokumen dengan menggunakan kertas. salah satu rutinitas surat menyurat yang dilakukan oleh instansi pemerintahan adalah pada tingkat rukun tetangga (rt) . pada saat warga ingin membuat surat kependudukan maka harus melalui tingkat rt untuk mendapatkan surat pengantar sebagi syarat ke tingkat kelurahan. pembuatan surat pengantar oleh rt sebenarnya dapat digantikan",human
Jurnal Komputer Terapan PCR,2015,"pengukuran kualitas video secara objektif mampu mengatasi kekurangan penilaian kualitas secara subjektif dalam hal waktu dan tenaga yang dibutuhkan. pengukuran secara objektif ini menggunakan sinyal video, noise, dan parameter encoder untuk memperkirakan kualitas yang dirasakan penonton. peak signal-to-noise ratio (psnr) merupakan salah satu metode pengukuran secara objektif yang cukup populer. tetapi, metode psnr yang konvensional memiliki ketidak-akurasian ketika mengukur video yang ditransmisikan melalui jaringan nirkabel dan mobile. ini dikarenakan adanya paket hilang yang bisa menyebabkan hilangnya frame video. pada tulisan ini dipaparkan rancangan sebuah algoritma penyisipan frame untuk meningkatkan akurasi metode psnr. percobaan telah dilakukan untuk menguji algoritma yang dirancang.",human
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2010,"(optical multiplexer) adalah salah satu solusi yang ditawarkan oleh politeknik tedc bandung saat ini. omux adalah perangkat multiplexer penjembatan layanan data dan pots melalui media fiber optik yang memenuhi persyaratan layanan broadband dan memiliki kelebihan dan kekurangan masing-masing. oleh karena itu, keputusan ini juga didasarkan pada hasil pengukuran parameter teknis, analisis kebutuhan, kelebihan dan kelemahan dari setiap teknologi, serta waktu pengiriman yang diperlukan dan waktu pengiriman. dan waktu untuk ) (d) ) untuk ( tdm), dan untuk - untuk aplikasi. di mana (m), (pon) - teknologi (ip). masa lalu lintas (a).",ai
ILKOM Jurnal Ilmiah UMI Makassar (IndoT5 Parafrase),2017,"dalam kehidupan sehari-hari, sadar atau tidak sadari kita terus bertemu dengan perangkat atau peralatan yang bekerja secara otomatis, baik terkendali sebagian maupun seluruhnya, sistem kontrol adalah suatu alat atau kumpulan alat untuk mengendalikan, memerintah, dan mengatur keadaan sistem, biasanya disebut sebagai sistem kontrol, untuk mengatasi kesalahan manusia dalam mengatur penerangan, seperti lupa mematikan lampu, sehingga sistem menjadi kurang aman dan memakan waktu untuk mematikan lampu mengingat gedung kampus yang bertingkat, dan untuk menggunakan sakelar, sistem yang lama menjadi kurang efisien dan membuat sistem menjadi lebih efisien. sistem yang dapat menghasilkan sistem yang membuat sistem yang lebih efektif dari pada tingkat",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2014,"usaha mikro kecil dan menengah (umkm) memberikan pengaruh positif bagi pertumbuhan ekonomi di negara kita. umkm akan berkembang dengan baik jika didukung oleh sistem pemasaran yang baik pula. sistem pemasaran dapat dikatakan berhasil, jika hasil yang produksi dari tiap-tiap umkm dapat dikenal secara global. untuk mempromosikan hasil produksi secara global, dibutuhkan media yang tepat. kehadiran internet sebagai indikator perkembangan dunia teknologi dan informasi saat ini, dapat dimanfaatkan sebagai media tepat dalam proses pemasaran hasil produksi umkm. namun, jumlah umkm yang terus meningkat membutuhkan kapasitas daya tampung besar dalam sebuah sistem pemasaran terintegrasi. cloud server merupakan teknologi yang menonjolkan fleksibilitas dan",human
JUSIFO UIN Raden Fatah,2016,"sistem pendukung keputusan perceraian yang dibangun ini dapat membantu calon cerai mengetahui hasil simulasi perceraian dan mendapatkan solusi atau saran dari keputusan cerai atau tidak. terdapat 2 kriteria dalam sistem keputusan perceraian yaitu menurut pengadilan agama dan kompilasi hukum islam. metode yang digunakan dalam membuat penelitian ini yaitu metode pengembangan menggunakan metode waterfall, metode penelitian menggunakan metode research and development dan dalam perhitungannya menggunakan metode naive bayes. hasil yang akan didapatkan dalam sistem ini untuk membantu calon cerai mengetahui hasil simulasi perceraian dan mendapatkan solusi atau saran dari keputusan cerai atau tidak dan dapat membantu calon cerai mempertimbangkan lagi apakah",human
